,index,tweet
4069,castell,1
4071,damon,1
4072,obvio,1
4074,conheco,1
4075,diary,1
4076,showeeer,1
4077,tirarem,1
4078,opiniao,1
4079,yeahhhhhhhhhhh,1
4080,escolaaaaaaaaaa,1
4081,aluguei,1
4082,dobro,1
4083,vampiras,1
4084,precisem,1
4087,daamee,1
4088,aconteca,1
4089,prontinho,1
4090,glory,1
4091,estaca,1
4092,maaaaaaaaaaax,1
4093,informar,1
4094,bestinha,1
4095,putamierrrrrda,1
4096,everr,1
4097,favoritar,1
4098,username,1
4099,sonora,1
4100,babou,1
4101,cosplay,1
4103,bookworm,1
4104,enterrar,1
4107,kiang,1
4108,marimba,1
4109,lixando,1
4110,jopieoisjeposiejepsij,1
4111,jacks,1
4112,entendem,1
4113,bookstores,1
4114,cigarette,1
4115,esmaltes,1
4116,bichalok,1
4117,beautifulllllll,1
4118,assada,1
4119,gabaritos,1
4120,colares,1
4121,alamerdinha,1
4122,craaaaaaaaaaaaaaazy,1
4124,eternidade,1
4125,lembrava,1
4126,seeeeee,1
4127,zooey,1
4128,ideal,1
4129,empregada,1
4130,oferecer,1
4131,avaliacao,1
4132,lutando,1
4133,respodne,1
4134,bitchessssss,1
4135,ferris,1
4136,loveeeeeeeeeee,1
4137,stardust,1
4138,pagam,1
4139,pinkerton,1
4140,matriculei,1
4141,estive,1
4142,maquiagens,1
4144,catar,1
4145,judeus,1
4146,logooooo,1
4147,tuuuuuudo,1
4148,questiono,1
4149,contracao,1
4150,pastilha,1
4151,accept,1
4152,conhecia,1
4153,bipolar,1
4154,agroa,1
4155,caguei,1
4156,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
4157,domina,1
4158,ohaaaaaaaana,1
4159,assinem,1
4160,afffffff,1
4161,estomatite,1
4162,diaria,1
4163,courteney,1
4164,acostumar,1
4165,miguxa,1
4166,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
4167,desvantagens,1
4168,appear,1
4169,morreeeeeeeeeeeeeeeeeeeeeeeeeeerrrrrr,1
4170,poiejpsiejo,1
4171,riiiiiiiight,1
4172,acreditando,1
4173,entre,1
4174,perdao,1
4175,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
4176,informacao,1
4177,aquamarine,1
4178,santana,1
4179,montagem,1
4180,iguatemi,1
4181,cobraram,1
4182,invadida,1
4183,preparatorio,1
4184,atrapalhando,1
4185,reflita,1
4186,corro,1
4188,faclube,1
4190,vexames,1
4191,conselho,1
4192,espinha,1
4193,preparation,1
4194,gugou,1
4195,boticario,1
4196,organizado,1
4198,daugthter,1
4199,vegetarianas,1
4200,cabecao,1
4201,cicatrizar,1
4202,sorteando,1
4203,horaria,1
4204,viveria,1
4205,nojento,1
4207,hootsuite,1
4208,robotica,1
4209,together,1
4210,lampada,1
4211,privilegio,1
4212,tortinhas,1
4213,livrinhos,1
4214,sedateeeeeeeeeeeeeeeeed,1
4215,microonibus,1
4216,perfeitone,1
4217,modem,1
4218,babar,1
4220,explicar,1
4221,reached,1
4222,mortissima,1
4223,depressivo,1
4224,visualizada,1
4226,moulin,1
4227,trepar,1
4228,looked,1
4229,adjetivo,1
4230,passeios,1
4231,fikria,1
4232,awwwwwwwwwwwwwwwwn,1
4233,seguro,1
4234,cientifica,1
4235,cucucucu,1
4236,setembro,1
4238,medeiros,1
4239,gooooo,1
4240,ferrar,1
4241,reemplante,1
4242,gengiva,1
4243,gratuita,1
4244,guuuuuuys,1
4245,atual,1
4247,chamo,1
4248,pokesposk,1
4250,alcacus,1
4251,award,1
4252,recuso,1
4253,vierem,1
4254,varrido,1
4255,eoffdescontos,1
4256,maizena,1
4257,mseioueshoiusehouise,1
4258,liguei,1
4259,sempreconceito,1
4260,peacebetweenmcflyfans,1
4261,rsrsrsrsrsrsrsrsrsrs,1
4262,tortuguitas,1
4264,sequencia,1
4266,mimdaaa,1
4267,tonta,1
4268,compareceram,1
4269,pksepoekposkposekpoekspeokepoksepok,1
4270,rancor,1
4272,subconsciente,1
4273,daaays,1
4274,satisfez,1
4275,fiiiiiiisica,1
4276,organizadas,1
4277,dolorida,1
4278,mcsister,1
4279,21h30,1
4280,decepcionei,1
4281,brazilmcfly,1
4282,aconchego,1
4283,envenenado,1
4284,sucrilhos,1
4285,continuado,1
4287,painnnn,1
4288,lovely,1
4289,sight,1
4290,daaancingshoes,1
4291,copiou,1
4293,bejinhos,1
4294,hidrografia,1
4295,turnbull,1
4296,printei,1
4297,segunda,1
4298,difulgacao,1
4299,willing,1
4300,pirua,1
4301,divulgadas,1
4302,cupcakes,1
4303,souma,1
4304,lacinho,1
4305,airports,1
4306,stripes,1
4308,educada,1
4309,aimeudente,1
4310,cmgggggggg,1
4311,ntebook,1
4312,dadazinhax3,1
4313,steady,1
4314,afastar,1
4315,expediente,1
4316,jovem,1
4317,russa,1
4318,guedz,1
4319,demoro,1
4320,aaaaaaaaaah,1
4321,mgmttttttttttttt,1
4322,externo,1
4323,confundir,1
4324,afeta,1
4325,quadrinho,1
4326,simulador,1
4329,ladies,1
4330,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
4331,cortasse,1
4332,encomendei,1
4333,gravaram,1
4334,gabaritando,1
4335,mundialmente,1
4336,morraaaaaaa,1
4337,precioso,1
4338,mcgregor,1
4339,trotes,1
4340,tardao,1
4341,rpoque,1
4342,reason,1
4343,farelo,1
4345,imitar,1
4346,genteeee,1
4347,estudaaaaaaar,1
4348,condensado,1
4349,virtual,1
4350,quinta,1
4351,cansando,1
4352,gauchoo,1
4354,alcool,1
4355,mimimimimimimi,1
4356,kpokdpoksepokpoksepko,1
4357,silencio,1
4358,sunday,1
4359,hilarios,1
4360,brighteyed,1
4361,lixao,1
4363,escrita,1
4364,sikhismo,1
4365,hnxuweoisfmxweouxnowehumheouihoweuhuihnsimeuhnuowduohnwocih,1
4366,julgam,1
4367,bigodinho,1
4368,agradeco,1
4369,toughlife,1
4370,pirate,1
4372,diluvio,1
4373,demaissssssssssssssss,1
4374,yeeeeeeeeeeeeeeeeesssssssssssssssssssssssssssssssssssssssssss,1
4375,pegaeu,1
4376,barbudos,1
4377,decepcao,1
4378,starr,1
4379,participe,1
4381,assinado,1
4382,positivo,1
4383,atacar,1
4384,excluido,1
4386,desculpinhas,1
4387,satanicos,1
4388,revistas,1
4389,todoscomemora,1
4390,algodao,1
4391,comico,1
4392,praga,1
4393,aumentou,1
4394,trovao,1
4395,paris,1
4396,indispensavel,1
4398,atividade,1
4399,offspring,1
4401,cerveja,1
4402,metido,1
4403,baixados,1
4406,aaaaaaaaaai,1
4407,importando,1
4408,merdamerda,1
4409,oiejpsoiej,1
4410,ohaaaaaana,1
4411,escultura,1
4412,usher,1
4413,gruda,1
4414,lucky,1
4415,thaaaaaaaaaaaat,1
4416,iwillneverforget,1
4417,sindrome,1
4418,donalds,1
4419,yeahhhhh,1
4420,maaaaaaaano,1
4421,porrra,1
4422,perguntinha,1
4423,stargate,1
4425,enfiou,1
4426,cigarras,1
4429,serotonina,1
4430,hotmail,1
4431,frankliiiiiin,1
4433,miguxos,1
4434,alonee,1
4435,sentar,1
4436,salvando,1
4437,furam,1
4438,elenita,1
4439,amargo,1
4440,bleed,1
4441,hoped,1
4442,harrison,1
4443,deixado,1
4444,desativado,1
4445,ddddddddddddddddddddddddddddormir,1
4446,teenage,1
4447,rihanna,1
4448,prioridade,1
4449,academica,1
4450,sunny,1
4451,desmaiar,1
4452,criaram,1
4453,repetindo,1
4454,preguicinha,1
4455,macarraooooooooooooooo,1
4457,dormiria,1
4458,vadialok,1
4459,globo,1
4460,solta,1
4461,relaxa,1
4462,limpando,1
4463,opinioes,1
4464,calice,1
4465,xdddddd,1
4466,orabinho,1
4468,serem,1
4469,desvantagem,1
4470,foooooooooooooooome,1
4471,galaxias,1
4472,three,1
4474,upeeeeeeeeem,1
4475,infantil,1
4476,caldas,1
4478,carinho,1
4479,desabafei,1
4480,loucos,1
4481,aniston,1
4482,cortada,1
4483,noooooooooooooossa,1
4484,roubando,1
4485,ddddddddd,1
4486,testa,1
4487,domar,1
4488,cardiaco,1
4489,respeita,1
4490,fusca,1
4491,achado,1
4492,ladinho,1
4493,doacao,1
4494,humorado,1
4496,comecarem,1
4497,jaqueta,1
4498,acento,1
4499,ackles,1
4500,duende,1
4501,chuvinha,1
4502,making,1
4503,arquitetura,1
4504,substancias,1
4505,conheca,1
4507,egito,1
4508,hahahahahaha,1
4509,tatuada,1
4510,carregadinho,1
4511,jamie,1
4513,terceiro,1
4515,lanchinho,1
4516,adiaram,1
4517,previa,1
4518,restou,1
4519,twitttado,1
4520,abusando,1
4521,revirado,1
4522,paragrafo,1
4523,ingreis,1
4524,ekekekek,1
4525,autorizacao,1
4526,babinhaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1
4527,aiaiaiaiai,1
4528,haveuever,1
4529,bicho,1
4532,incompleto,1
4533,abaixo,1
4534,pokespokepo,1
4535,baixos,1
4536,inacreditavel,1
4537,religioso,1
4538,rodar,1
4539,ajudam,1
4540,novidades,1
4541,treeworld,1
4542,descarrega,1
4543,expressa,1
4544,ixtuda,1
4545,avisa,1
4546,oooooooooooi,1
4547,aaaaaaaaaaaaaaaaaaaaaaaa,1
4548,smack,1
4549,offical,1
4550,feudal,1
4551,entram,1
4552,hopefully,1
4553,rocknbeats,1
4554,cheios,1
4555,almost,1
4556,cultdadepressao,1
4557,baaack,1
4558,liberar,1
4559,virando,1
4560,12h50,1
4561,happpppy,1
4562,balanca,1
4563,alemanha,1
4564,yooooooooooooou,1
4565,tensos,1
4568,hauehaeuhaeuhaueh,1
4569,liiiiiiindo,1
4570,marcando,1
4571,redefinir,1
4572,somethings,1
4574,revolucao,1
4575,toddybrimks,1
4576,beause,1
4577,detergente,1
4578,heroes,1
4579,vende,1
4581,amigosss,1
4582,ganhado,1
4583,cases,1
4584,comprometedora,1
4585,minimos,1
4586,coraaaaaaaagem,1
4587,marrom,1
4588,craaaaaaaaaaaaazy,1
4589,frappuccino,1
4590,vindos,1
4591,janelas,1
4592,heeeeeeeeeell,1
4593,oxigenio,1
4594,holidays,1
4595,bella,1
4597,sangalo,1
4599,indiana,1
4600,peloamordedeus,1
4601,engolidas,1
4602,running,1
4603,finais,1
4604,viciado,1
4605,fundinho,1
4606,entrando,1
4607,bathroom,1
4608,juliete,1
4609,personagens,1
4610,grande,1
4611,littlesss,1
4612,euclides,1
4613,preso,1
4614,paradinha,1
4615,garrafa,1
4616,detalhes,1
4618,castigo,1
4619,overdose,1
4620,foooooooooooooome,1
4621,censurar,1
4622,questionamento,1
4623,s2s2s22s2s2,1
4624,floor,1
4625,bjsmorri,1
4626,poooooooooooooooooooorra,1
4627,talent,1
4628,aaaaaaaiaia,1
4629,eeeeeeeeer,1
4630,facam,1
4631,recente,1
4632,umbrella,1
4634,broggar,1
4635,beigosssssssssssss,1
4636,heeeeeeeeey,1
4637,uppppdates,1
4638,thrones,1
4639,timeline,1
4640,recebido,1
4641,sutdy,1
4642,skate,1
4643,vacations,1
4645,retardado,1
4646,tentador,1
4647,enrolada,1
4648,vocezinhos,1
4649,constar,1
4651,normalmente,1
4652,virgem,1
4653,biscoitos,1
4654,nightmare,1
4655,palpite,1
4656,hilario,1
4657,veeei,1
4659,ritmo,1
4660,ennnnnnnnnche,1
4661,sarcastic,1
4662,fr3n3t1c4m3nt3,1
4663,neutra,1
4664,achoq,1
4665,merdaaaaaaa,1
4666,matador,1
4668,panela,1
4669,vacilei,1
4670,resumido,1
4671,yesss,1
4672,caminhao,1
4674,haeuihiaeuh,1
4675,brancas,1
4676,bombom,1
4677,namorar,1
4678,terminada,1
4679,assustada,1
4680,poderia,1
4681,galerinhas,1
4682,hojeeeeee,1
4683,desejei,1
4684,fooooooda,1
4685,hehehehehehehe,1
4686,heyalicious,1
4687,tediooooooooooo,1
4688,guitarras,1
4689,marcas,1
4690,bebados,1
4691,macacos,1
4692,estimada,1
4693,socorrrrrrro,1
4695,isolado,1
4696,chegamos,1
4697,pernas,1
4698,depressiva,1
4699,bjsssssssss,1
4700,cumprimentar,1
4701,babilorentz,1
4702,mural,1
4703,looooooooooooooooooooooooooooooooooooooser,1
4705,cavar,1
4706,tdffans,1
4707,reply,1
4708,funfa,1
4709,youuuuuuu,1
4710,iwant,1
4711,aguentem,1
4712,retrograde,1
4713,expectativa,1
4715,heroi,1
4716,oculus,1
4717,faxineira,1
4718,leucocitos,1
4719,bulhufas,1
4720,genero,1
4721,playboy,1
4722,forcantes,1
4723,soltar,1
4724,poiesjopi,1
4725,tornou,1
4726,confissoes,1
4727,compreendo,1
4728,virem,1
4729,verdinho,1
4731,comfort,1
4733,torre,1
4734,contou,1
4735,garantidos,1
4736,studied,1
4737,cliche,1
4738,guaraviton,1
4739,tickettttttttttt,1
4740,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
4741,hsiehseoiuhseoiuh,1
4742,foram,1
4743,abandonada,1
4744,cheeeer,1
4745,bingar,1
4746,dirigindo,1
4747,genial,1
4748,acharam,1
4749,irritante,1
4750,homenagem,1
4751,definicoes,1
4752,lollipops,1
4753,corda,1
4754,samara,1
4755,crisps,1
4756,golias,1
4757,ouvidos,1
4758,avassalar,1
4759,agoraaa,1
4760,insuportaveis,1
4761,heeeey,1
4762,cabret,1
4763,alargando,1
4764,safada,1
4765,guitarrrrrrr,1
4766,jsepoijsepoisje,1
4767,taguatinga,1
4768,cuuuuuu,1
4769,decepcionados,1
4770,spangled,1
4771,quanta,1
4773,personagem,1
4774,fungo,1
4775,garfo,1
4776,pokpseokpseokspeok,1
4777,seringa,1
4779,angels,1
4780,dooooooooooor,1
4782,miguxus,1
4783,abracinho,1
4784,bommmmm,1
4785,kkkkkkkkkkkkkkkkkkk,1
4786,corajem,1
4787,gingerfacts,1
4788,sequestro,1
4789,cruze,1
4790,cursos,1
4791,tocer,1
4792,brimkssssssssssssss,1
4793,placenta,1
4795,estrada,1
4796,chemistry,1
4797,desanima,1
4798,silly,1
4799,tomadas,1
4800,aturei,1
4801,fomeeee,1
4802,incontornavel,1
4803,uteis,1
4804,limites,1
4805,guitarrrrr,1
4806,deparei,1
4808,vuvuzelas,1
4810,feeeerias,1
4811,continuam,1
4812,questionar,1
4813,ficcao,1
4814,caraaaaaaalho,1
4815,omgomgomg,1
4816,camilla,1
4817,james,1
4818,eunao,1
4819,infernos,1
4820,alucinante,1
4821,lotando,1
4822,pulando,1
4823,captain,1
4824,respondida,1
4826,molhado,1
4827,stageeee,1
4828,largar,1
4829,emocionante,1
4830,biscoitinho,1
4831,photos,1
4832,inconveniente,1
4834,bulimia,1
4838,salander,1
4840,pazes,1
4841,desabafando,1
4844,anteriormente,1
4845,veeeeeeeeeei,1
4846,farei,1
4847,palhetinhas,1
4848,importancia,1
4849,cuuuuuuuuuuu,1
4850,december,1
4851,contraditorio,1
4852,deeeeeeeeeeeeeeeeeeeeeu,1
4853,incrivelmente,1
4854,heartless,1
4855,jesse,1
4856,encanto,1
4857,morendo,1
4858,calculadora,1
4859,caaaaaaaaaaaaaaaaaaaimbraaaaaaaaa,1
4860,documentario,1
4861,gordas,1
4862,aparecendo,1
4863,pagode,1
4864,talor,1
4865,julgadas,1
4866,faria,1
4867,sliders,1
4868,pobreza,1
4869,hahahahhaha,1
4870,replicas,1
4871,admite,1
4872,mimimimimimi,1
4873,besouro,1
4874,ajudarrrrrrrrrrr,1
4875,caralhoooooooo,1
4877,entendia,1
4878,coloridas,1
4880,individuo,1
4881,canal,1
4884,filosofando,1
4885,hseuaiheiauheiuahe,1
4886,alema,1
4889,oijsepoijei,1
4890,usawantscalypso,1
4892,queimados,1
4893,comiiiiiiiiing,1
4894,arrecadar,1
4896,pariuuuuu,1
4898,neuroses,1
4899,pousar,1
4900,agitada,1
4901,django,1
4902,aaaaaaaaaaaaaaah,1
4903,ligada,1
4904,produtiva,1
4905,ahhhhh,1
4906,cruelmente,1
4907,reputation,1
4908,acustumadas,1
4911,corre,1
4912,caneca,1
4913,ckeck,1
4914,vestir,1
4915,olhei,1
4917,lecais,1
4918,yessssss,1
4919,hudgens,1
4920,camarote,1
4921,daporque,1
4922,number,1
4923,esporro,1
4924,rolinhos,1
4925,expectativas,1
4926,billy,1
4928,filosoficos,1
4929,passavamcomumfilme,1
4930,benalet,1
4931,cursar,1
4932,seguidas,1
4933,moning,1
4934,disponibilizados,1
4935,lovee,1
4938,rapidinha,1
4939,vickyjones1984,1
4940,fivela,1
4941,simsim,1
4942,festinha,1
4943,intediada,1
4945,machucados,1
4946,chopin,1
4947,cabeleleiros,1
4948,chuvosa,1
4949,baaaaaad,1
4950,azeitonas,1
4951,broooooooua,1
4952,manchinha,1
4953,divorcio,1
4954,promocao,1
4955,qlindo,1
4956,dropping,1
4957,rsrsrsrss,1
4958,banana,1
4959,subindo,1
4960,mover,1
4961,galeris,1
4962,defende,1
4963,spektor,1
4964,teeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeemso,1
4965,cruzadas,1
4966,haircut,1
4967,engaaaaaaaaaaana,1
4968,preferido,1
4969,premio,1
4970,account,1
4971,matou,1
4972,lojassssssss,1
4973,mosquito,1
4974,tomates,1
4975,costas,1
4976,marmita,1
4977,fooome,1
4978,garantida,1
4979,streets,1
4981,doeeeeeeeeeeeeeeeeeeeeendo,1
4982,corretor,1
4983,deliciosa,1
4984,fodasi,1
4985,corteu,1
4986,frederick,1
4987,desca,1
4988,twitando,1
4990,maisa,1
4991,consertar,1
4992,walrus,1
4993,riiiiiight,1
4994,listras,1
4995,preocupar,1
4996,vishhhh,1
4997,shooooooooooower,1
4998,putaria,1
4999,reconhecer,1
5000,colocarem,1
5001,beeeedd,1
5002,joeeeeeey,1
5003,injetar,1
5004,camarim,1
5005,despertar,1
5006,universitaria,1
5007,qarol,1
5008,transicao,1
5009,importasse,1
5010,chordsssssssssssssssssssssss,1
5011,roads,1
5014,latejando,1
5015,heeeeei,1
5016,violencia,1
5017,aeeeeeee,1
5018,peppers,1
5019,ddaqui,1
5020,comin,1
5021,maaaaaaaybe,1
5022,perna,1
5024,meudeus,1
5026,estudio,1
5027,arrepiada,1
5029,aproveite,1
5030,informa,1
5031,wooooooooooooooooow,1
5032,trazem,1
5033,dormirrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,1
5034,zombies,1
5035,proletariado,1
5036,whateveer,1
5038,odeiu,1
5039,cores,1
5040,relata,1
5041,sleeeeeep,1
5042,velhinha,1
5043,mulherzinha,1
5044,proprio,1
5045,emocional,1
5046,xdddddddddddddddddddddddddddddddddddddd,1
5047,etcssss,1
5048,ernesto,1
5049,malls,1
5050,fininhas,1
5052,escreva,1
5053,chili,1
5054,amizade,1
5055,aumenta,1
5056,scraps,1
5057,oxford,1
5058,assuma,1
5059,tentei,1
5060,poison,1
5061,importar,1
5063,pteridofitas,1
5064,preguioca,1
5065,importam,1
5066,trauma,1
5067,bottom,1
5068,kkkkkkkkkkkkkkkkkkkkkk,1
5069,futuras,1
5070,sistemas,1
5071,avioes,1
5072,percy,1
5073,guardar,1
5074,revoltei,1
5075,falsidade,1
5076,tickeeeeeeeeeeet,1
5077,smells,1
5078,vazar,1
5079,equivale,1
5080,escada,1
5081,lembrem,1
5082,ferrou,1
5083,desist,1
5084,aguardam,1
5085,stronda,1
5086,veterinarios,1
5087,avisado,1
5088,inscrevi,1
5089,escolhido,1
5090,coleguinhas,1
5091,aehuiehhaeiuiauehiauehuaehuauiehiuheuiheiuheiuheauiheuihaeihiuaehaiuehiauehiuaheiuaehiuehiauehuih,1
5092,tdfday,1
5093,okkkkk,1
5094,iogurte,1
5095,lindamente,1
5096,hihihi,1
5097,omgomgomgomgomgomgomgomomg,1
5098,tipico,1
5099,scaryme,1
5100,vaaaaaaaai,1
5101,relogio,1
5103,s22222,1
5104,meeeeeeeeeeeeeermao,1
5105,haeiuheuihieuh,1
5107,mostraram,1
5108,rascunho,1
5109,castles,1
5111,chazinho,1
5112,prestava,1
5113,cullum,1
5114,impaciente,1
5115,dyinggggggggggggggggggggggg,1
5116,marinafeltcher,1
5118,reembolso,1
5119,amandlaaaaaa,1
5120,flecther,1
5121,mortisssssssssssssima,1
5122,niteroi,1
5123,incomodando,1
5124,light,1
5125,ihaaaaaaaaaaaa,1
5126,terry,1
5127,berram,1
5128,enlouquecer,1
5129,constrangedor,1
5130,worst,1
5131,sujos,1
5133,sentadinho,1
5134,coloca,1
5135,devolverem,1
5136,quina,1
5137,tokio,1
5138,cabeloooo,1
5139,naaao,1
5140,morria,1
5141,espancar,1
5142,estojo,1
5144,ruiva,1
5145,descanso,1
5146,travesti,1
5147,office,1
5148,pulseirinhas,1
5149,tictac,1
5150,guardam,1
5151,situacoes,1
5154,homossexuais,1
5155,thought,1
5156,maquina,1
5157,sensoriais,1
5158,sucesso,1
5159,elogiou,1
5160,awwwwwwwww,1
5161,fingirem,1
5162,compartilham,1
5163,orelhassssss,1
5164,diversificar,1
5165,sucos,1
5166,accidents,1
5167,weeeee,1
5168,feridinhas,1
5169,combater,1
5170,desconforto,1
5171,barradeespacopraquefuncionarne,1
5172,parado,1
5173,burrice,1
5174,derramei,1
5175,ecaeca,1
5176,looong,1
5177,repetir,1
5178,faltado,1
5179,falavam,1
5180,muahhaha,1
5181,frieza,1
5182,doorway,1
5185,direct,1
5186,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaarg,1
5187,loooongo,1
5188,aqueles,1
5189,conchinha,1
5191,gostandomais,1
5192,confirmadissimo,1
5193,alejado,1
5194,encerradas,1
5195,oijsoiej,1
5196,zuera,1
5197,encantadissima,1
5198,fingindo,1
5199,vouescovar,1
5200,sabias,1
5201,chrme,1
5203,surda,1
5204,incontrolavel,1
5205,ensinou,1
5206,fodaaaaaaaaaaa,1
5207,colocado,1
5208,joanninha,1
5209,fudel,1
5210,lustra,1
5211,brigada,1
5212,surdez,1
5213,looking,1
5214,instante,1
5215,estadio,1
5217,naaah,1
5218,controle,1
5219,apartir,1
5220,abaixa,1
5221,scene,1
5222,taste,1
5223,chamadaaa,1
5224,quietas,1
5225,miyavi,1
5226,sobremesa,1
5227,resolvo,1
5228,spams,1
5229,instaleui,1
5230,milhoes,1
5231,apostem,1
5232,marimoon,1
5233,bonitinhos,1
5234,mudadas,1
5235,wtffffffff,1
5236,adicionarem,1
5237,badddddd,1
5238,pretos,1
5239,neuras,1
5240,depression,1
5241,vltei,1
5242,morgando,1
5243,balanco,1
5245,depender,1
5246,iedamariawn,1
5247,yahoo,1
5248,capital,1
5249,prostituta,1
5250,pulseiras,1
5251,naverdade,1
5252,veeeeeeeeeeeeeeeeeeeeeeeeeeeeeeei,1
5253,adventista,1
5254,saido,1
5255,reclamou,1
5256,honey,1
5257,choram,1
5258,sugarrrrrrrr,1
5259,viram,1
5260,partes,1
5261,emiciflay,1
5262,vaccines,1
5263,oposto,1
5264,showzinho,1
5265,grandinha,1
5267,batyasmusic,1
5268,flavours,1
5269,verdey,1
5270,sociedade,1
5271,matemm,1
5272,kposekpseok,1
5273,hahhah,1
5274,ferros,1
5275,portas,1
5276,editando,1
5277,ninny,1
5278,tango,1
5279,vazios,1
5280,continuem,1
5281,perseguir,1
5282,rockinrio,1
5283,perdida,1
5284,ahhhhhhhh,1
5285,aaaaaaaaaaaaaaaw,1
5286,companhia,1
5287,repararam,1
5288,agoooooooooooooooora,1
5289,maaaaaaaalaaaaaaaaaaaaaaaaaaaa,1
5290,riscado,1
5291,procrastination,1
5292,gabss,1
5293,zilhoes,1
5295,jurava,1
5297,braca,1
5298,maconheiros,1
5299,confunde,1
5300,cutecute,1
5301,alomoco,1
5302,vitor,1
5303,queijos,1
5304,enfermagem,1
5305,happybithdaydougie,1
5306,segura,1
5308,cantora,1
5311,podera,1
5313,ponha,1
5314,kakakakaka,1
5315,completando,1
5316,cacheado,1
5317,tedio\,1
5318,mamiferos,1
5319,gooooooooooooooosh,1
5320,solicitacoes,1
5321,nemmm,1
5322,ferradura,1
5324,sotaque,1
5325,nivelamento,1
5326,sending,1
5327,haeuihaeiuh,1
5329,elaborou,1
5330,surfer,1
5331,mentindo,1
5332,baaaaaack,1
5333,palco,1
5334,adele,1
5335,logoooo,1
5336,pagava,1
5337,consultinha,1
5338,vegetando,1
5339,zerei,1
5340,parkshopping,1
5341,curvas,1
5342,emocoes,1
5343,vegetarianos,1
5344,nnnnnnnnn,1
5345,decidirmos,1
5346,consola,1
5347,apelido,1
5348,secadora,1
5349,consiga,1
5350,shirtttttttttttttt,1
5351,tricks,1
5352,odontologia,1
5353,salvou,1
5354,eleanor,1
5355,logomarca,1
5356,senhorrr,1
5357,completissssssima,1
5358,bombons,1
5359,sober,1
5360,growwww,1
5361,supernatural,1
5363,mimii,1
5364,sunshine,1
5365,inject,1
5366,permite,1
5367,meios,1
5368,ttunic,1
5369,limpei,1
5370,obrigou,1
5371,tender,1
5372,pesames,1
5373,knowwwww,1
5374,oiejspoeijspoeij,1
5375,gallifreyan,1
5376,regiao,1
5377,oracoes,1
5379,buying,1
5380,cocando,1
5381,cachorrinhos,1
5382,merecer,1
5383,fureva,1
5384,pilgrim,1
5385,roberto,1
5386,jesusss,1
5387,poulain,1
5388,kpesoksepoksep,1
5389,morming,1
5390,zebra,1
5391,oftamologista,1
5392,somepeople,1
5393,entala,1
5394,beautifuuuuuuuuuuuuuuuuuuuuuuuul,1
5395,irmaozinho,1
5396,magia,1
5398,coracoes,1
5400,restartbrasilia,1
5401,baixista,1
5402,capotando,1
5403,lauret,1
5404,anunciando,1
5405,taking,1
5406,comidas,1
5407,vilao,1
5409,diluicao,1
5411,hurley,1
5412,fodastico,1
5413,violet,1
5414,solucoes,1
5416,stupid,1
5417,podres,1
5419,mimda,1
5420,forco,1
5421,frescura,1
5422,esperam,1
5423,crescam,1
5425,gilete,1
5426,bloco,1
5427,quatro,1
5428,caveira,1
5429,skepoekposek,1
5430,wimbledon,1
5431,queridinhas,1
5432,superultrafail,1
5433,amarantos,1
5434,notificacao,1
5435,genteeeeeeeeee,1
5436,realy,1
5437,sofrer,1
5438,dormirrrrrrrrrrrr,1
5439,curriculo,1
5440,famosas,1
5441,abracos,1
5442,blame,1
5443,traumatizante,1
5444,jseoijspeoij,1
5445,oejpoiesjpoeij,1
5446,comecamos,1
5447,descrever,1
5448,decorou,1
5450,imaginei,1
5451,inchou,1
5452,auieheiuheuiheiuhaeuih,1
5453,peladas,1
5454,billie,1
5455,huuuungry,1
5456,lalalalalalal,1
5457,supermercado,1
5459,woooooooow,1
5461,revendo,1
5462,aquiii,1
5463,clarear,1
5464,convencendo,1
5466,keybord,1
5467,treino,1
5468,condicionador,1
5469,gastos,1
5470,saving,1
5472,mcflyportugal,1
5474,tornar,1
5475,faculdades,1
5476,seriosly,1
5477,cuomo,1
5478,pesados,1
5479,praticando,1
5480,humanas,1
5482,gravacao,1
5483,manga,1
5484,taaaaanto,1
5485,postasse,1
5486,closing,1
5487,vuxeis,1
5488,ewwwwwwwww,1
5489,tiraram,1
5490,acima,1
5491,mozilla,1
5492,auals,1
5493,estendeu,1
5494,entrada,1
5495,nenem,1
5496,cagar,1
5498,nasce,1
5500,alegrou,1
5501,xavia,1
5502,parecido,1
5503,meeeeeeeeeeeeeeeeses,1
5504,biggest,1
5505,bommmmmmmmmm,1
5506,estudarei,1
5507,pocket,1
5508,deliciosos,1
5509,senhum,1
5510,concentracao,1
5511,conspirando,1
5512,17h30,1
5513,oeeee,1
5514,tirou,1
5515,sabor,1
5516,limao,1
